,cus1,cus2,Match
2877,886856736,226661598,No Match
2878,886856736,522768565,No Match
2879,886856736,989641845,No Match
2880,850365871,247272681,No Match
2881,668591629,990201961,No Match
2882,817435102,116796292,No Match
2883,656635612,355706483,No Match
2884,694503821,227513808,No Match
2885,734570464,826843012,No Match
2886,429186095,918609480,No Match
2887,725552715,227325768,No Match
2888,425838471,227302798,No Match
2889,704397584,201181591,No Match
2890,426986070,404416787,No Match
2891,894857560,220295279,No Match
2892,686581416,450334569,No Match
2893,799668358,227263919,No Match
2894,672810783,227274598,No Match
2895,699660519,417547875,No Match
2896,722826709,201536054,No Match
2897,439508289,304814756,No Match
2898,442838887,878159535,No Match
2899,863732204,827644283,No Match
2900,753088577,119505704,No Match
2901,714056943,522757733,No Match
2902,435486481,741799198,No Match
2903,435486481,191906573,No Match
2904,437952394,226761760,No Match
2905,437952394,387706146,No Match
2906,437952394,114853140,No Match
2907,437952394,433034108,No Match
2908,437952394,886657980,No Match
2909,437952394,721935594,No Match
2910,853197690,186553788,No Match
2911,829520857,289195004,No Match
2912,433011108,822714706,No Match
2913,415715830,737529005,No Match
2914,886657980,443169718,No Match
2915,784758203,227283518,No Match
2916,897282758,295289859,No Match
2917,783033630,728169001,No Match
2918,718777764,761373071,No Match
2919,742246373,808861012,No Match
2920,826988331,349917911,No Match
2921,681473256,449808915,No Match
2922,768509872,766701393,No Match
2923,656996709,970086503,No Match
2924,780675793,670415301,No Match
2925,743083983,181747612,No Match
2926,428650204,366392600,No Match
2927,833859669,510180601,No Match
2928,439674914,730193748,No Match
2929,440645977,597746963,No Match
2930,440640893,221385214,No Match
2931,820177706,293915860,No Match
2932,439674914,368569350,No Match
2933,439426814,818357644,No Match
2934,439426822,132362767,No Match
2935,759979450,323709049,No Match
2936,757577511,743309594,No Match
2937,607683669,713405726,No Match
2938,607683669,830905124,No Match
2939,607683669,183836508,No Match
2940,695440009,737891661,No Match
2941,861187046,765086934,No Match
2942,743903603,247829021,No Match
2943,695588062,734342800,No Match
2944,862841150,392741106,No Match
2945,687268368,994939695,No Match
2946,443924031,168063507,No Match
2947,846448404,395647297,No Match
2948,787269341,901616013,No Match
2949,827534905,241477387,No Match
2950,685042437,440390732,No Match
2951,810528998,743442018,No Match
2952,764318737,227266258,No Match
2953,403485249,834667258,No Match
2954,668671821,416609936,No Match
2955,702573345,838265957,No Match
2956,656801385,187142366,No Match
2957,439876786,214843796,No Match
2958,747260027,745908777,No Match
2959,437710221,214808262,No Match
2960,851057918,440403569,No Match
2961,770316842,130698120,No Match
2962,852276792,213419202,No Match
2963,443425312,553425312,No Match
2964,855814031,227604976,No Match
2965,418982774,321584261,No Match
2966,898496731,704152739,No Match
2967,830047497,407548692,No Match
2968,448278067,251672565,No Match
2969,448278067,897260823,No Match
2970,446701706,271826948,No Match
2971,446701706,907136910,No Match
2972,446701706,727418686,No Match
2973,446701706,751875518,No Match
2974,446701706,895000238,No Match
2975,446701706,759951792,No Match
2976,446701706,227697121,No Match
2977,446701706,562243143,No Match
2978,446701706,412711279,No Match
2979,446701706,243775580,No Match
2980,446701706,780577520,No Match
2981,446701706,201808199,No Match
2982,446701706,905965704,No Match
2983,446701706,459061245,No Match
2984,446701706,577533119,No Match
2985,446701706,816830813,No Match
2986,446701706,149251895,No Match
2987,446701706,752962931,No Match
2988,446701706,385524728,No Match
2989,446701706,247378734,No Match
2990,446701706,833909438,No Match
2991,446701706,821964042,No Match
2992,446701706,149580015,No Match
2993,448278067,558633572,No Match
2994,402034905,762868022,No Match
2995,402034905,891975238,No Match
2996,402034905,806772419,No Match
2997,897260823,747232707,No Match
2998,678412516,464767074,No Match
2999,824100845,390492193,No Match
3000,852531327,784892680,No Match
3001,852531327,167950104,No Match
3002,669562440,227841608,No Match
3003,827426402,453997309,No Match
3004,867428453,732416824,No Match
3005,826303611,882528225,No Match
3006,830459969,703905957,No Match
3007,838535364,474850496,No Match
3008,829216513,226594438,No Match
3009,844520062,168405589,No Match
3010,808744915,942640853,No Match
3011,768321511,205151212,No Match
3012,746319525,571980348,No Match
3013,811794921,900864525,No Match
3014,850369127,430971421,No Match
3015,656862823,248423488,No Match
3016,754338857,326092099,No Match
3017,897579711,843725376,No Match
3018,859585918,227385171,No Match
3019,446552157,212283224,No Match
3020,899831511,904498294,No Match
3021,860740639,227498498,No Match
3022,447738367,214292518,No Match
3023,707775771,205497954,No Match
3024,682236543,193807693,No Match
3025,809160911,301188932,No Match
3026,777957132,860388060,No Match
3027,400567628,228753256,No Match
3028,879987770,879967770,Match
3029,836243384,836208362,No Match
3030,790052418,210306652,No Match
3031,444186122,277125105,No Match
3032,807538853,226661797,No Match
3033,781450780,386916143,No Match
3034,440042455,227289972,No Match
3035,439931458,412413100,No Match
3036,897728975,969697227,No Match
3037,783662760,552428361,No Match
3038,434935222,187441538,No Match
3039,664579964,227077611,No Match
3040,658625397,212696086,No Match
3041,709244149,214254142,No Match
3042,419681914,357381328,No Match
3043,882091027,209407963,No Match
3044,806938644,914115920,No Match
3045,791430302,144608015,No Match
3046,680492439,322739753,No Match
3047,784800942,239088371,No Match
3048,663327300,773146976,No Match
3049,408113890,847740418,No Match
3050,440112740,850007438,No Match
3051,687289628,326043166,No Match
3052,859001804,227118200,No Match
3053,448804338,227240132,No Match
3054,831760892,282713928,No Match
3055,850729006,212217686,No Match
3056,672921977,732232181,No Match
3057,821417804,271890250,No Match
3058,435588568,437578568,No Match
3059,435588568,428132799,No Match
3060,668206321,227558816,No Match
3061,800383764,870606460,No Match
3062,822519757,213096460,No Match
3063,662501004,306094629,No Match
3064,788937508,302568622,No Match
3065,744747147,212249146,No Match
3066,744747147,914537174,No Match
3067,896951606,839281780,No Match
3068,432823032,281285604,No Match
3069,761340381,227502280,No Match
3070,881056406,786526166,No Match
3071,881056406,459161475,No Match
3072,690814868,631877492,No Match
3073,814084327,262801243,No Match
3074,443744719,213443711,No Match
3075,668982582,668982583,Match
3076,701773708,227720413,No Match
3077,753809039,138733143,No Match
3078,899224738,300000325,No Match
3079,706876829,918174055,No Match
3080,438987863,438987919,No Match
3081,854288762,227282645,No Match
3082,880656450,332317186,No Match
3083,446092605,892750982,No Match
3084,792456029,375079414,No Match
3085,726053010,438315936,No Match
3086,663797345,789383134,No Match
3087,400326955,822715408,No Match
3088,445345623,121218065,No Match
3089,713397236,425972753,No Match
3090,804043599,522760874,No Match
3091,772656592,926392415,No Match
3092,734738570,122707919,No Match
3093,853528541,227379008,No Match
3094,855216584,220706340,No Match
3095,824508058,448608580,No Match
3096,844968350,227045448,No Match
3097,407825722,337180891,No Match
3098,871525424,407968643,No Match
3099,697999375,150675951,No Match
3100,860420037,910424523,No Match
3101,682240331,212528878,No Match
3102,754789930,427978443,No Match
3103,852286755,743866825,No Match
3104,852458326,576954472,No Match
3105,846798092,921556718,No Match
3106,895498811,851933426,No Match
3107,763517830,265254316,No Match
3108,687494875,227654711,No Match
3109,750061520,414670212,No Match
3110,866993207,906232182,No Match
3111,854171089,212158826,No Match
3112,435588568,438700893,No Match
3113,825288835,307927468,No Match
3114,661940718,392686717,No Match
3115,661515770,559636384,No Match
3116,687231004,662693456,No Match
3117,737911754,204538654,No Match
3118,425976874,827282726,No Match
3119,446258708,214507716,No Match
3120,815421962,334454313,No Match
3121,812145456,158155352,No Match
3122,690980102,419014010,No Match
3123,423802168,274803178,No Match
3124,767789972,420978758,No Match
3125,417020960,408739364,No Match
3126,693774734,825357474,No Match
3127,661314709,703459627,No Match
3128,773948570,758691914,No Match
3129,426365119,751812368,No Match
3130,807769715,943175084,No Match
3131,853020158,304869063,No Match
3132,829866006,876754296,No Match
3133,705089292,397939752,No Match
3134,407968643,915384380,No Match
3135,871534056,745078961,No Match
3136,871534056,209557795,No Match
3137,664840739,226753308,No Match
3138,825357474,396264773,No Match
3139,758691914,958960683,No Match
3140,686434547,831021196,No Match
3141,767227857,853522457,No Match
3142,895498811,874924543,No Match
3143,839268253,816905419,No Match
3144,697306444,346840112,No Match
3145,831464436,403276829,No Match
3146,743751048,546579747,No Match
3147,716135178,737446354,No Match
3148,716135178,269887759,No Match
3149,714980757,430901968,No Match
3150,821457558,944241397,No Match
3151,840317657,811882438,No Match
3152,840317657,839654288,No Match
3153,447465215,532174798,No Match
3154,814850175,989785638,No Match
3155,439993413,500292396,No Match
3156,435486481,522761609,No Match
3157,435486481,980194579,No Match
3158,435486481,811082695,No Match
3159,435486481,323137388,No Match
3160,435486481,711026933,No Match
3161,435486481,375711604,No Match
3162,435486481,308032869,No Match
3163,435486481,715298337,No Match
3164,435486481,888204785,No Match
3165,435486481,736585953,No Match
3166,435486481,406765062,No Match
3167,435486481,452459824,No Match
3168,435486481,747239343,No Match
3169,435486481,265804346,No Match
3170,435486481,693216396,No Match
3171,435486481,235803879,No Match
3172,435486481,156485278,No Match
3173,435486481,208948361,No Match
3174,435486481,227465791,No Match
3175,435486481,815852551,No Match
3176,435486481,830816479,No Match
3177,435486481,796252656,No Match
3178,435486481,851980614,No Match
3179,435486481,811284561,No Match
3180,435486481,772150308,No Match
3181,435486481,892936513,No Match
3182,435486481,271307362,No Match
3183,435486481,690035727,No Match
3184,435486481,716226985,No Match
3185,435486481,717759081,No Match
3186,435486481,339467347,No Match
3187,435486481,715989059,No Match
3188,435486481,887237745,No Match
3189,686216072,214702607,No Match
3190,847073085,834723424,No Match
3191,885193432,166508658,No Match
3192,807291774,484854247,No Match
3193,420397806,243897806,No Match
3194,712069951,227317871,No Match
3195,871730620,803452307,No Match
3196,844035120,456161512,No Match
3197,841340971,211718669,No Match
3198,723362491,564483000,No Match
3199,425198144,808983600,No Match
3200,740879732,839189814,No Match
3201,833036523,504797546,No Match
3202,716995610,226526522,No Match
3203,809810427,227678662,No Match
3204,757066201,392461915,No Match
3205,749605498,978246639,No Match
3206,894925041,867102429,No Match
3207,674702663,227030854,No Match
3208,720933009,944956472,No Match
3209,661193943,246713668,No Match
3210,661276298,739908690,No Match
3211,439715595,439717569,No Match
3212,709901831,975210278,No Match
3213,662826423,943186322,No Match
3214,723470345,656950778,No Match
3215,787373587,202002185,No Match
3216,787546388,414373739,No Match
3217,818592150,638518719,No Match
3218,672305306,886534625,No Match
3219,855513693,912895214,No Match
3220,772575995,401029416,No Match
3221,807333508,214507718,No Match
3222,852454405,185763177,No Match
3223,680459487,322700614,No Match
3224,708777904,213163560,No Match
3225,715013865,127119866,No Match
3226,878286489,207766478,No Match
3227,430992537,115903656,No Match
3228,702431179,226406856,No Match
3229,820755801,135677397,No Match
3230,897897867,757495756,No Match
3231,684139245,234561912,No Match
3232,872580046,872580468,No Match
3233,889585185,227453740,No Match
3234,664058026,754214791,No Match
3235,679534910,227558917,No Match
3236,794356523,213828574,No Match
3237,446092605,756619176,No Match
3238,842044875,703187967,No Match
3239,802021513,977101326,No Match
3240,405068166,361332000,No Match
3241,405068166,921360497,No Match
3242,784031469,621487806,No Match
3243,881917632,941786935,No Match
3244,890781458,230304826,No Match
3245,662383968,222765633,No Match
3246,717924304,226503642,No Match
3247,710317958,946861952,No Match
3248,807604208,457165983,No Match
3249,728271820,205493829,No Match
3250,680876424,205493829,No Match
3251,854012926,713183731,No Match
3252,401542975,752102591,No Match
3253,838687878,257055580,No Match
3254,864226354,658155030,No Match
3255,678631452,414578218,No Match
3256,658270223,277538575,No Match
3257,418327569,755639590,No Match
3258,803089034,142703238,No Match
3259,438836344,416634339,No Match
3260,448248116,227228602,No Match
3261,422562182,174644105,No Match
3262,413890619,222719258,No Match
3263,833763560,788830538,No Match
3264,744575250,926257089,No Match
3265,786847218,214507718,No Match
3266,404772362,822657298,No Match
3267,709755811,813534759,No Match
3268,656847340,202679244,No Match
3269,868683288,213586195,No Match
3270,422060553,837612713,No Match
3271,436647881,742398326,No Match
3272,892293378,741916323,No Match
3273,687547973,879281890,No Match
3274,448200083,212739417,No Match
3275,877909891,237289279,No Match
3276,447345248,986435800,No Match
3277,854630919,902715881,No Match
3278,878185522,479790429,No Match
3279,664503492,522699752,No Match
3280,402865469,215969241,No Match
3281,858844877,805873968,No Match
3282,872284351,408839253,No Match
3283,850085079,807201783,No Match
3284,438167515,227315260,No Match
3285,668296232,668296233,Match
3286,863911130,208453654,No Match
3287,743834935,265817441,No Match
3288,751442683,227461584,No Match
3289,867810070,226881957,No Match
3290,823025046,764505719,No Match
3291,873356775,206440909,No Match
3292,676511043,722258919,No Match
3293,672564877,912519139,No Match
3294,446773574,179860766,No Match
3295,783517176,772041316,No Match
3296,768324966,768324956,Match
3297,615109907,154500000,No Match
3298,758269051,226671932,No Match
3299,435653008,512768258,No Match
3300,787595833,447626400,No Match
3301,633953554,421228433,No Match
3302,832194837,227485678,No Match
3303,403972610,708459571,No Match
3304,693571312,226998240,No Match
3305,897260823,224174591,No Match
3306,737280112,500408416,No Match
3307,774450272,525229580,No Match
3308,723734507,226593970,No Match
3309,884166360,273319811,No Match
3310,762658105,828265957,No Match
3311,797750171,227428147,No Match
3312,854116098,759617058,No Match
3313,745248032,227660698,No Match
3314,667215955,847613013,No Match
3315,633953554,522710650,No Match
3316,752599754,739191497,No Match
3317,661094507,226816044,No Match
3318,777149944,898355550,No Match
3319,750351114,672974327,No Match
3320,856966213,227513090,No Match
3321,405658246,843462829,No Match
3322,419522657,522774345,No Match
3323,774845282,235759476,No Match
3324,708473521,116474224,No Match
3325,714056943,522762143,No Match
3326,435476099,427547546,No Match
3327,415864772,522762147,No Match
3328,433562698,209823458,No Match
3329,874888757,866528188,No Match
3330,662016383,208085703,No Match
3331,668625622,227141305,No Match
3332,868387550,810784959,No Match
3333,795801190,520917176,No Match
3334,719271327,882039002,No Match
3335,431506756,227259468,No Match
3336,879776826,227736179,No Match
3337,691781746,213688241,No Match
3338,661360692,213960871,No Match
3339,708091435,448733023,No Match
3340,751127982,293726023,No Match
3341,422165929,927260932,No Match
3342,656549693,649013824,No Match
3343,656549693,207770940,No Match
3344,672605624,354170120,No Match
3345,704547829,213920398,No Match
3346,801680592,841680592,Match
3347,751396795,675589397,No Match
3348,668191094,912585669,No Match
3349,886470104,191607326,No Match
3350,788255849,241014616,No Match
3351,809282708,838755747,No Match
3352,808708164,731470616,No Match
3353,854471196,214868934,No Match
3354,708321755,812502487,No Match
3355,807649457,227413605,No Match
3356,749540743,146317791,No Match
3357,863307830,227428150,No Match
3358,785396363,330829102,No Match
3359,841169764,214272635,No Match
3360,864435252,211785460,No Match
3361,788408438,275198678,No Match
3362,786460670,213644101,No Match
3363,777637032,596364143,No Match
3364,661062353,778968063,No Match
3365,796604623,826952400,No Match
3366,865443510,306094568,No Match
3367,717545857,226966546,No Match
3368,692656031,227360796,No Match
3369,426858917,214080548,No Match
3370,862128208,246924512,No Match
3371,838224486,555995559,No Match
3372,663940375,703241380,No Match
3373,886763548,819074902,No Match
3374,706837125,397468296,No Match
3375,657527410,690734928,No Match
3376,690799928,226701235,No Match
3377,664294467,150541142,No Match
3378,690793331,227118201,No Match
3379,852403333,227704063,No Match
3380,663783277,226933590,No Match
3381,855413588,227168369,No Match
3382,669284647,228757037,No Match
3383,764364063,253125395,No Match
3384,768860195,806139498,No Match
3385,681144081,750825013,No Match
3386,755524328,860843115,No Match
3387,430392224,227019653,No Match
3388,859722206,741322879,No Match
3389,713264089,211289556,No Match
3390,743861140,228719623,No Match
3391,417415786,621103192,No Match
3392,433545919,226763426,No Match
3393,711624001,226534067,No Match
3394,857003128,112271098,No Match
3395,444170462,445315542,No Match
3396,838832780,799400738,No Match
3397,890519759,913177327,No Match
3398,830890775,745815433,No Match
3399,685845723,244757376,No Match
3400,742442892,227102979,No Match
3401,818866975,604760403,No Match
3402,695128306,200271658,No Match
3403,427773202,613597718,No Match
3404,815959375,833464345,No Match
3405,751598805,275840631,No Match
3406,768342902,269162666,No Match
3407,751711361,201278767,No Match
3408,686497900,227292555,No Match
3409,828306074,222151876,No Match
3410,756296435,227526790,No Match
3411,661670017,231380850,No Match
3412,694595973,125970463,No Match
3413,834642082,226762378,No Match
3414,881595004,349780805,No Match
3415,407879261,226609090,No Match
3416,768474147,252433247,No Match
3417,772714748,837021142,No Match
3418,844587566,558471035,No Match
3419,750989900,214268768,No Match
3420,710739499,424637168,No Match
3421,435802165,727080635,No Match
3422,803887263,782315428,No Match
3423,791734592,734754397,No Match
3424,874860623,131695509,No Match
3425,862439233,243459831,No Match
3426,729173405,226748535,No Match
3427,749847534,322687144,No Match
3428,745454717,833030028,No Match
3429,686576158,669250105,No Match
3430,756129688,246798462,No Match
3431,405029335,482472878,No Match
3432,847925313,177741950,No Match
3433,679510695,446303924,No Match
3434,795595534,817384758,No Match
3435,805075146,621487035,No Match
3436,855758658,204978094,No Match
3437,696579731,807371491,No Match
3438,752778613,424666725,No Match
3439,807509382,750879364,No Match
3440,830403471,227597386,No Match
3441,402018200,510157016,No Match
3442,784699725,277363610,No Match
3443,830233074,830233724,No Match
3444,830606746,258978152,No Match
3445,737048882,227723567,No Match
3446,441447104,639846398,No Match
3447,844987578,291851378,No Match
3448,431758830,256262717,No Match
3449,797757234,226846502,No Match
3450,693345323,407495156,No Match
3451,893352448,202794793,No Match
3452,753082824,646096460,No Match
3453,878585286,273547070,No Match
3454,422673288,457620445,No Match
3455,782676052,227238921,No Match
3456,418575327,436403465,No Match
3457,661664880,821391438,No Match
3458,663518916,676138154,No Match
3459,782657927,296708726,No Match
3460,768957894,470675731,No Match
3461,439413212,765857081,No Match
3462,439413212,719172735,No Match
3463,445973400,445973470,Match
3464,656513850,606600090,No Match
3465,656513850,227293858,No Match
3466,687536633,839988947,No Match
3467,426003345,772577256,No Match
3468,737254416,888277685,No Match
3469,832570185,206680877,No Match
3470,688068640,469796034,No Match
3471,661777842,227522779,No Match
3472,860240589,419561365,No Match
3473,865534746,703213716,No Match
3474,885662614,147543665,No Match
3475,446345115,122737757,No Match
3476,787108732,227542817,No Match
3477,895563628,802816543,No Match
3478,434120285,895583628,No Match
3479,886771206,820098636,No Match
3480,881056406,207209383,No Match
3481,708344842,709329001,No Match
3482,819764049,661638439,No Match
3483,419602294,873124203,No Match
3484,446860563,978098381,No Match
3485,817420453,918016890,No Match
3486,665593522,214274016,No Match
3487,849077039,828195880,No Match
3488,438285685,320351540,No Match
3489,721412416,226871448,No Match
3490,681677152,201189854,No Match
3491,420644950,431296576,No Match
3492,706860309,863035142,No Match
3493,727450173,201248413,No Match
3494,775785488,153482506,No Match
3495,446899732,446899730,Match
3496,791675086,214276358,No Match
3497,816422254,816424254,Match
3498,722148805,256722046,No Match
3499,722148805,227503389,No Match
3500,790896602,771597785,No Match
3501,881772269,213244280,No Match
3502,881772269,227343858,No Match
3503,766800447,212960861,No Match
3504,883871279,575740308,No Match
3505,710214182,624677159,No Match
3506,415890970,119410930,No Match
3507,826039558,522754704,No Match
3508,863911130,403680979,No Match
3509,764274586,208453654,No Match
3510,853986649,356161412,No Match
3511,756706844,884160795,No Match
3512,428282878,227706938,No Match
3513,686330887,305096912,No Match
3514,720775477,622647621,No Match
3515,440061111,227509258,No Match
3516,788656554,621487806,No Match
3517,659803458,731277071,No Match
3518,846086618,976154378,No Match
3519,421204084,306096912,No Match
3520,696600959,447704511,No Match
3521,803070800,859814779,No Match
3522,868365802,691679493,No Match
3523,764066787,208738086,No Match
3524,621936511,227494982,No Match
3525,899630533,209008336,No Match
3526,664370634,719573085,No Match
3527,859703320,406791252,No Match
3528,792263104,922303971,No Match
3529,401164409,228771857,No Match
3530,790211861,358193812,No Match
3531,890397915,835025284,No Match
3532,430698696,522745590,No Match
3533,437298644,222740602,No Match
3534,856919257,417043741,No Match
3535,709303954,445030320,No Match
3536,745625459,839915900,No Match
3537,432297511,270494100,No Match
3538,673045075,493655100,No Match
3539,826564475,554482130,No Match
3540,731266176,226834910,No Match
3541,747551369,612784720,No Match
3542,666346574,895871890,No Match
3543,895427220,703431528,No Match
3544,433244665,778665194,No Match
3545,777786994,767743816,No Match
3546,745833709,784560076,No Match
3547,756209215,212762745,No Match
3548,868785380,226423987,No Match
3549,750665527,275066557,No Match
3550,879739363,226525431,No Match
3551,779539647,658853944,No Match
3552,917603436,754250000,No Match
3553,658946203,302654667,No Match
3554,727710967,206711027,No Match
3555,793936227,247098628,No Match
3556,831306454,979643191,No Match
3557,416723859,227607228,No Match
3558,759953306,227332778,No Match
3559,801227835,213817418,No Match
3560,741007645,741207645,Match
3561,667094460,328565358,No Match
3562,407704058,214276358,No Match
3563,408917311,871004282,No Match
3564,436264514,207687768,No Match
3565,751832067,173171089,No Match
3566,754723149,212395198,No Match
3567,874807769,168752175,No Match
3568,447766966,227462730,No Match
3569,784181600,981339828,No Match
3570,862913070,227395020,No Match
3571,705236731,973715102,No Match
3572,761459462,445324582,No Match
3573,721629164,740605082,No Match
3574,659132455,659132475,Match
3575,407658143,522774345,No Match
3576,854863923,557488234,No Match
3577,843717824,527471554,No Match
3578,847602565,296739424,No Match
3579,708166433,941643782,No Match
3580,425716810,194871372,No Match
3581,884841936,861954292,No Match
3582,768626825,239711820,No Match
3583,832946701,705521567,No Match
3584,404033906,226811748,No Match
3585,443767515,227747278,No Match
3586,869636635,437327679,No Match
3587,431831145,575735817,No Match
3588,862464893,154015598,No Match
3589,759734920,289623646,No Match
3590,842890123,982541200,No Match
3591,784510558,153440214,No Match
3592,842607957,438969745,No Match
3593,842607957,137042615,No Match
3594,723565010,723569010,Match
3595,882394247,822740027,No Match
3596,740739975,842252759,No Match
3597,674282427,522748238,No Match
3598,802826303,209016089,No Match
3599,802632031,122753256,No Match
3600,400766870,139281054,No Match
3601,795905897,404661489,No Match
3602,851521426,741765246,No Match
3603,742921295,227275791,No Match
3604,715027888,715027248,No Match
3605,657610927,330742516,No Match
3606,789575158,955800289,No Match
3607,425581354,841475075,No Match
3608,661094443,808425068,No Match
3609,839425589,221756871,No Match
3610,661456758,227671090,No Match
3611,831471927,229659237,No Match
3612,866589239,226471213,No Match
3613,878214469,731978061,No Match
3614,759098880,785087320,No Match
3615,752590864,407254675,No Match
3616,836048159,198404106,No Match
3617,771171681,840796598,No Match
3618,400906263,875534934,No Match
3619,696565081,522653019,No Match
3620,436152125,938664035,No Match
3621,820603736,227327788,No Match
3622,690481100,522670284,No Match
3623,873982565,806833183,No Match
3624,422722019,227401178,No Match
3625,701192444,889585177,No Match
3626,805222353,227511141,No Match
3627,833797226,227141305,No Match
3628,668625622,227102838,No Match
3629,663670520,454387529,No Match
3630,411801192,295239859,No Match
3631,680372859,227118208,No Match
3632,441758578,451758578,Match
3633,429597775,226689658,No Match
3634,434270064,522737438,No Match
3635,434270064,709747625,No Match
3636,437353447,205245498,No Match
3637,407853176,437035633,No Match
3638,859849557,859849757,Match
3639,709236472,522751099,No Match
3640,790025778,396612707,No Match
3641,855925196,935042491,No Match
3642,405299503,740402891,No Match
3643,410627559,699652759,No Match
3644,445517288,122702793,No Match
3645,787290466,227374664,No Match
3646,846086618,227261072,No Match
3647,401780711,267685651,No Match
3648,883398768,227427718,No Match
3649,401737107,226899002,No Match
3650,851008200,356139060,No Match
3651,690065633,393978971,No Match
3652,868883300,896144911,No Match
3653,404340922,725894752,No Match
3654,662546843,206244909,No Match
3655,708410897,226730984,No Match
3656,845933061,976154378,No Match
3657,894449874,708410817,No Match
3658,852528427,143315612,No Match
3659,836892915,317261616,No Match
3660,843950079,852759654,No Match
3661,665569194,275678678,No Match
3662,795507848,522714706,No Match
3663,795507848,851064820,No Match
3664,434022941,128426059,No Match
3665,870686277,229728351,No Match
3666,435588568,436041951,No Match
3667,720933009,860161076,No Match
3668,706104415,227659781,No Match
3669,864761971,121477154,No Match
3670,751772228,107649408,No Match
3671,843507413,150731541,No Match
3672,405227315,775239498,No Match
3673,852656488,142464173,No Match
3674,706455477,252626495,No Match
3675,406454237,522731971,No Match
3676,899774609,202626513,No Match
3677,864861585,306912180,No Match
3678,663003197,209585620,No Match
3679,426630576,522731098,No Match
3680,765021521,829759805,No Match
3681,672009582,311328791,No Match
3682,892644545,227109870,No Match
3683,898828417,214413931,No Match
3684,704328116,864028393,No Match
3685,796897577,246057840,No Match
3686,604045987,453892463,No Match
3687,851789510,959051684,No Match
3688,775584838,726746589,No Match
3689,893000872,226760237,No Match
3690,440557846,682042830,No Match
3691,819870765,707398523,No Match
3692,425889690,813953332,No Match
3693,656652287,522716257,No Match
3694,750645163,421918362,No Match
3695,445064477,871527905,No Match
3696,658175832,145152347,No Match
3697,680136207,234343743,No Match
3698,734438308,334334000,No Match
3699,694441528,845416387,No Match
3700,866094033,931485313,No Match
3701,870877989,306096912,No Match
3702,881322532,926732391,No Match
3703,431259097,907011696,No Match
3704,859183433,304702812,No Match
3705,859183433,246754515,No Match
3706,824695009,227554990,No Match
3707,436592921,822746974,No Match
3708,711486905,209755080,No Match
3709,434187295,510601121,No Match
3710,782360998,124179380,No Match
3711,681221331,213989673,No Match
3712,863774316,974237263,No Match
3713,890397915,882275966,No Match
3714,662171690,722722169,No Match
3715,680953290,822697406,No Match
3716,828408847,207463522,No Match
3717,839835975,222687150,No Match
3718,683759290,222751498,No Match
3719,794161996,227710796,No Match
3720,794161996,443140608,No Match
3721,811880897,862404017,No Match
3722,886685105,210558119,No Match
3723,438292471,306094619,No Match
3724,433312808,816414895,No Match
3725,433312808,989420284,No Match
3726,433312808,923950944,No Match
3727,438292471,878401312,No Match
3728,895457227,431736586,No Match
3729,895457278,172088205,No Match
3730,779029380,180615036,No Match
3731,674600456,898767872,No Match
3732,790341500,226618456,No Match
3733,816414895,209283820,No Match
3734,427077725,138598866,No Match
3735,896891789,839864768,No Match
3736,683214485,176885919,No Match
3737,866814432,447277345,No Match
3738,853826573,864917539,No Match
3739,438939300,750440627,No Match
3740,889620825,226645813,No Match
3741,897576879,834476742,No Match
3742,835499417,138908177,No Match
3743,897634178,256262717,No Match
3744,697707686,475474429,No Match
3745,414495629,205965475,No Match
3746,890830838,214982539,No Match
3747,817291364,227379968,No Match
3748,703865884,227590210,No Match
3749,857002934,224957591,No Match
3750,663536268,633749847,No Match
3751,693071748,327038540,No Match
3752,674498252,786388138,No Match
3753,834376060,227014590,No Match
3754,402043836,214210192,No Match
3755,690884233,842838568,No Match
3756,837620313,837959261,No Match
3757,415791251,227024645,No Match
3758,885699230,798741479,No Match
3759,441278566,226762927,No Match
3760,756784076,227269605,No Match
3761,756257145,882854840,No Match
3762,756257145,566938460,No Match
3763,722875367,310325804,No Match
3764,722875367,150263228,No Match
3765,447318098,742929134,No Match
3766,880117019,423745709,No Match
3767,764184054,165200086,No Match
3768,716227056,674126408,No Match
3769,411001304,887572436,No Match
3770,896831882,227388788,No Match
3771,403743009,681591973,No Match
3772,747810500,202740266,No Match
3773,440359858,769020916,No Match
3774,851670384,198351114,No Match
3775,723511012,227664238,No Match
3776,723511012,226541731,No Match
3777,723609108,399904836,No Match
3778,706649263,984116842,No Match
3779,423060328,720188910,No Match
3780,662978371,227152867,No Match
3781,441062124,822039641,No Match
3782,441062124,947867346,No Match
3783,899329337,734833001,No Match
3784,827498051,742971682,No Match
3785,664177885,203181403,No Match
3786,710576423,831945910,No Match
3787,674991258,227588826,No Match
3788,608877158,157686002,No Match
3789,687627316,886865501,No Match
3790,740476546,716176589,No Match
3791,844094470,893868914,No Match
3792,667771927,622739265,No Match
3793,715856416,140809768,No Match
3794,426108315,306981218,No Match
3795,870686277,350251351,No Match
3796,884255013,213827261,No Match
3797,815372718,707017979,No Match
3798,839884734,515052155,No Match
3799,701924801,522746585,No Match
3800,796237130,227013445,No Match
3801,426089185,722039320,No Match
3802,403386478,227528418,No Match
3803,665623533,214058473,No Match
3804,772042494,100005369,No Match
3805,605444306,226762359,No Match
3806,711198153,227331186,No Match
3807,696627131,901260995,No Match
3808,684110389,180063400,No Match
3809,897269545,226900159,No Match
